협력대학기관,연도,분야,연구ID,제목,참여학생,소속고등학교,지도교사,지도교수,연구요약,주제어
한국표준과학연구원,2024,융합,지_8_융합_64,인공지능을 이용한 단백질 간 상호작용 예측 및 생물리학적 실험을 통한 검증,오승연･김수현,충북과학고등학교,김대용,김일환,"모델로 각각 단백질의 3차원 구조와 HIV-1 역전사효소의 결합 부위를 예측하는 AI 모델을 구현 Uniprot과 Alphafold 데이터로 모델을 구성해 대략적인 단백질 구조 예측에 성공하였고,","Attention Mechanism, Autoen coder, Transform er model, 단백질 간  상호작용"
한국표준과학연구원,2024,융합,지_8_융합_65,freudenreichii의 Vitamin B12 과발현에,심예준･민지원･이지효,충북과학고등학교,최병훈,김일환,"비타민 B12는 인체에서 합성되지 않아 외부 섭취가 필수적이며, 이에 따라 효율적인 비타민 선(UV) 조사를 통해 증대할 가능성을 탐구하였다. 배양한 균주에 UV A를 1, 2, 5, 10, 30분간 조사 후 비타민 B12 생산량을 비교 분석했다. 비타민 B12 정제 후 UV-vis 분광광도계를 통해 광도 값 또한 나타나지 않았다. 이러한 결과로부터 본 연구는 비타민 B12 과발현에 대한 UV 조 사 효과가 일부 제한적일 수 있음을 시사하며, 향후 연구에서는 실험 환경 최적화 및 조건 변화","엘리시터, 자외선, 과발현, vitamin B12, Propionibacterium freudenreichii"
한국항공우주연구원,2024,물리,자_2_물리_54,선박에서 자이로 스테빌라이져 전력 사용을 최소화하는 PD 제어기 계수 도출 방법 연구,김주헌･박준영･이준혁･정우식･제상후,인천과학고등학교,김병수,이선호,"세월호 참사가 어느덧 10주기를 맞이하였지만, 현재까지도 선박 침몰 사고는 지속적으로 일어나 하는 것이다. 평형을 유지하는 장치인 자이로 스테빌라이져를 활용하면 사고를 막을 수 있지만, 소모되는 전력이 많아 중대형 선박에선 많이 사용되지 않았고, 에너지적으로 더 효율적인 자이로 스테빌라이져의 작동을 연구하고자 했다. 자이로 스테빌라이져의 동역학은 PD 제어기를 따르기에 임의의 부유체에서 에너지 사용 정도를 최소화하는 PD 제어기의 계수를 구하는 방법을 시뮬레이","선박(shipping), 자이로 스테빌라이져(gyro s tabilizer), PD 제어기(PD contr oller)"
한국화학연구원,2025,융합,지정_융합_07,폐플라스틱의 화학적 재활용,본 연구에서는 사이클로헥사논을 이용하여 혼합 폐플라스틱 중 PVC를 선택적으로 용해·제거하는,대구과학고등학교,우태성,책임연구원,"공정을 검토하였다. FTIR 분석을 통해 처리 전후 시료의 흡수 피크 변화를 확인한 결과, PVC 특유의 피크가 제거된 시료에서 소실되어 PVC의 성공적인 분리가 입증되었다. 반면 PET, PP, PS 등의 PVC를 제외한 다른 플라스틱 성분에서는 주요 피크가 유지되어 공정이 다른 고분자의 구조적 손상을 유발하지 않는 비파괴적 처리임을 확인하였다. 본 연구는 플라스틱 재활용 공정에서","FTIR, 플라스틱, 재활용, 용매 추출"
한국화학연구원,2025,융합,지정_융합_48,인공지능 기계학습 기반 최적화 기법을 이용한 복잡유체 완화모듈러스 예측: Bayesian,"본 연구는 복잡유체의 선형 점탄성 응답을 나타내는 완화 모듈러스 G(t)를 대상으로, 기계학습 기반",한성과학고등학교,김채연,선임연구원,"최적화 기법을 적용하여 물성 예측의 효율성을 평가하였다. 베이지안 최적화(Bayesian 브리드 BO→RL 방식을 비교한 결과, 하이브리드 모 델이 MSE 0.1536, R² 0.9656으로 가장 결합은 탐색 효율성과 수렴 정밀도의 균형을 달성하였다. 본 연구는 복잡유체의 비선형 물성 분","유변학, 완화모듈러스, 베이지안최적화, 강화학습, 하이브리드최적화"
한국화학연구원,2025,융합,지정_융합_53,상향변환 나노입자의 피부 세포 항산화 능력에,"전달에 필수적인 역할을 하지만, 과량의 ROS 축적은 DNA 손상, 유전적 불안정성, 약물 내성",세종과학고등학교,박수연,최민석,"(ROS) 조절 및 항산화 효과를 증진시키는 가능성을 탐구하였다. ROS는 세포 항상성과 신호 등을 초래하여 세포 생존에 부정적인 영향을 미친다. 이를 해결하기 위해 본 연구에서는 근적외선 내부에서 비침습적으로 항산화 작용을 유도하고자 하였다. Detro it 573 피부세포를 배양한 뒤, 분석하였다. 형광현미경을 이용한 Bio-Imaging 결과, UCNP 농도 10 nM에서 가장 넓은 형광 분포와 높은 세포 생존 신호가 관찰되었으며, 이는 UCNP의 상향변환 발광이 세포 생존율 향상에","세포 회복, 활성산소종(ROS), 상향변환 나노입자, 항산화"
한국화학연구원,2025,융합,지정_융합_54,물체(소재)의 표면 성질에 따른 줄기세포 및,"현대 사회에서 대체당은 건강식품의 대안으로 널리 사용되고 있으나, 안전성 논란이 지속되고 있다.",세종과학예술영재학교,신현정,최민석,"분석하였다. 아스파탐, 아세설팜 칼륨, 수크랄로스를 코팅한 96-well에서 24h, 48h, 72h 동안 WST-8 분석을 수행한 결과, 아스파탐은 세포 증식에 큰 영향을 주지 않았으며, 아세설팜 칼륨은 중등도의 감소, 수크랄로스는 시간 의존적 생존율 감소를 보였다. 결론적으로 각 대체당은 세포 기질 상호작용을 다르게 교란하였으며, 아스파탐은 안전한 대조군, 수크랄로스는 주의가 필요한","대체당, 코팅, 대장암세포, 세포 생존율"
한국화학연구원,2025,융합,지정_융합_87,빛을 변환하는 나노입자를 활용한 암세포 재생,"상향변환 나노입자를 흡수함을 확인할 수 있었다. 또한, 나노 입자 처리 시 세포 생존율의 감소가",전북과학고등학교,최안나,최민석,"상향변환 나노입자는 더 적은 에너지의 근적외선 대역의 빛을 가시광선 대역으로 변환한다. 이러한 입자와 악성 종양의 상호작용은 아직 알려지지 않았다. 본 연구에서는 상향변환 나노입자를 통해 악성 종양에 대해 증식 촉진 효과를 얻을 수 있음을 밝힌다. 본 연구에서는 in vitro 환경에서 교모 할 수 있는 증식 효과를 낼 수 있다. 또한, 상향변환 나노입자가 피부세포 외에도 다른 세포종에도 활성을 나타낼 수 있는 것을 암시한다. 하지만 이 연구에서는 단일 암종을 대상으로 실험하였기에,","상향변환 나노입자, 근적외선, U-87 MG, 항암, 세포증식"
한국화학연구원,2024,정보,자_7_공학_39,자기장 유도를 통한 고분자 전해질막 연료전지용 CNT-Fe 3O4가 담지 된 캐소드 촉매층에서 물질 전달 및 촉매 활성화 성능 향상,오근환･최원종･강인구･김원종･최윤서,충남과학고등학교,김용실,오근환,있다. 따라서 새로운 촉매층 구조 개발은 상용화 가능성을 크게 향상시키고 지속 가능한 에너지 시스템으로의 전환을 가속화하는 데 있어 매우 중요하다. 효율을 향상시키는 것에 있다. 특히 산소의 효율적인 공급과 반응 생성물(H 이 연구에서는 CNT-Fe 3O4를 캐소드 촉매층에 도입하여 자기장 인가를 통해 내부 구조를 제어 하는 연구를 진행하였다. 그 결과 생성되는 물의 제거와 공급되는 산소의 이동을 용이하게 함으,"고분자 전해질막 연료전지(PEMFC), 캐소드 촉매층, 카본나노튜브, 자속 밀도, 물질"
한국화학연구원,2024,융합,지_8_융합_48,색이 조절되는 페로브스카이트 박막 구현,이승민･이상현･이주형,경기북과학고등학교,최재원,김영윤,"페로브스카이트 태양전지의 제작 공정에 따라 페로브스카이트 내 할로젠 원소의 비율을 다르게 하여 여러 가지 색깔의 태양전지를 제작하여 보고, 각각의 효율을 비교 및 분석한다.","페로브스카이트, 태양전지, 박막"
한국화학연구원,2024,융합,지_8_융합_60,곡률 반경에 따른 페로브스카이트 태양전지의,김근우･김기은･성강민･최현준,동신과학고등학교,강보경,김영윤,"본 연구는 페로브스카이트 태양전지의 곡률 반경에 따른 전기적 특성 및 광전 변환 효율(PCE)의 변화를 체계적으로 분석하였다. 유리 기판과 PET 기판에 각각 페로브스카이트 태양전지를 제작하 여, 곡률 반경이 0.5mm에서 9mm까지 다양한 조건에서 전기적 특성을 측정하였다. 실험 결과, 곡률을 가하지 않은 상태에서 최대 효율이 20% 이상 기록되었으며, 곡률 반경이 9mm에서 이 1mm 이하로 줄어들면 급격한 효율 감소가 발생하였고, 특히 0.5mm의 극단적인 곡률에서는","페로브스카이트 태양전지, 유연성, 곡률 반경, 전력 변환 효율(PCE), 기계적 안정성"
한양대학교,2024,물리,자_2_물리_20,종이접기 패턴을 이용한 정규분포 곡선의,박규민･신승민･황승현,경북과학고등학교,강종현,최준명,분기점을 제작하였다. 각각의 분기점들을 Galton board의 핀들을 대체하여 설치하였고 최종적 으로 퇴적 형태를 상수함수의 형태로 최적시키는데 성공했다. 이후 3D 프린터를 이용한 분기점들을,"종이접기, Miura fold, 정규분포, Galton board, 통계역학"
한양대학교,2024,지구과학,자_5_지구과학_05,2차원 조파수조에서 불규칙파 생성 가능한,김태균･김호현･이승현,경기과학고등학교,박기현,신성원,"본교에 비치된 조파 수조는 탈조 현상이 자주 일어난다는 점과 규칙파만 생성할 수 있다는 한계가 존재하여 이를 해결하기 위해 새로운 조파기를 제작하였다. DC 서보 모터와 리니어 액츄에어터, Raspberry pi를 이용해 구동부를 제작하고 이와  호환되는 프로그램들을 이용해 소프트웨어를 구 후 파도의 움직임을 트래킹하는 실험을 통해 조파기의 정확도를 측정할 것이다.","irregular wave tank, wave gauge, raspberry pi, DC servo mo tor"
한양대학교,2024,정보,자_7_공학_26,마그누스 풍력발전기의 셀에서 일어나는 와류,이찬영･김연준･배윤재･홍수민,세종과학예술영재학교,김지현,최준명,"마그누스 풍력발전기는 수직축 풍력발전기의 일종으로, 마그누스 힘을 이용해 전력을 생산하는 방 식이다. 본 연구에서는 마그누스 풍력발전기에서 발생하는 카르만 와류를 CFD(전산유체역학)를 이용해 시뮬레이션하고, 이를 실험적으로 검증하였다. CFD 시뮬레이션을 통해 원기둥 주위에서 발생하는 유체의 흐름을 관찰하고, 이 흐름이 마그누스 풍력발전기의 효율에 미치는 영향을 분석 하였다. 실험에서는 원기둥 사이의 간격을 변화시켜 와류의 특성을 조사하였으며, 이를 통해 마그","수직축 풍력발전기, CFD, 마그누스 힘, 와류, 효율"
한양대학교,2024,융합,자_8_융합_04,공간구문론과 GCN을 활용한 아파트 가격 예측,김정현·박상명·송주한·이유찬·이호연,경기과학고등학교,채상미,왕승현,"본 연구는 공간구문론(Space Syntax)을 활용하여 아파트 단위 세대의 공간 구성이 가격 형성에 미치는 영향을 분석하고, 이를 예측 모델에 통합하는 새로운 접근법을 제시했다. 서울특별시 구로 결과, 예측 모델의 평균제곱오차(MSE)가 기존 모델( 0.8112)보다 약 18.49% 감소한 0.6627을 을 실증적으로 입증하며, 공간적 특성을 효과적으로 반영하는 새로운 가격 예측 방법의 가능성을","공간구문론, 부동산, GCN, J-Graph, Visibillity Graph"
한양대학교,2024,융합,자_8_융합_40,남세균을 이용한 미생물 연료전지와 환경친화적 응용에 대한 연구,"성을 하며 전기를 발생시키는 동시에, 호흡으로 생성되는 이산화탄소를 광합성을 통해 다시 양분",충남과학고등학교,김시연,김태현,"본 연구는 남세균을 이용한 미생물 연료전지의 제작과 환경친화적 사용 방안을 마련하기 위한 목 적으로 진행되었다. 연료전지의 주 재료로 사용되는 남세균은 연료전지 내에서 세포 호흡과 광합 으로 전환하면서 탄소 중립을 유지하며 전기 에너지를 발전한다. 이렇게 친환경적인 방식으로 전 와 오염된 폐수 정화에 남세균 연료전지가 이용될 수 있는지에 대해서 연구를 진행하며 그 결과 를 확인하였다. 그 외에는 발전된 전기를 환경친화적 용도로 사용하거나, 연료전지로부터의 남세","남세균, 미생물 연료전지, 유기물, 녹조, 부영양화"
